ID;Word;Category;IsActive;DateDisabled
00000000-0000-0000-0000-000000000093;sapık;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000094;sapik;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000095;sehvet;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000096;seks;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000097;sevisme;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000098;sevişme;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000099;sex;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000100;sıç;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000101;sik;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000102;siki;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000103;sikis;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000104;sikme;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000105;sikti;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000106;siktir;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000107;sktir;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000108;sktr;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000109;sokma;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000110;sokus;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000111;sperm;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000112;surtuk;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000113;sürtük;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000114;swinger;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000115;şehvet;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000116;taciz;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000117;tecavuz;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000118;tecavüz;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000119;travesti;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000120;vajina;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000121;yarağı;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000122;yarak;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000123;yarrağı;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000124;yarrak;Cinsellik;TRUE;
00000000-0000-0000-0000-000000000125;asshole;İngilizce;TRUE;
00000000-0000-0000-0000-000000000126;bitch;İngilizce;TRUE;
00000000-0000-0000-0000-000000000127;boob;İngilizce;TRUE;
00000000-0000-0000-0000-000000000128;cock;İngilizce;TRUE;
00000000-0000-0000-0000-000000000129;crap;İngilizce;TRUE;
00000000-0000-0000-0000-000000000130;dick;İngilizce;TRUE;
00000000-0000-0000-0000-000000000131;fuck;İngilizce;TRUE;
00000000-0000-0000-0000-000000000132;kinky;İngilizce;TRUE;
00000000-0000-0000-0000-000000000133;lesbian;İngilizce;TRUE;
00000000-0000-0000-0000-000000000134;loser;İngilizce;TRUE;
00000000-0000-0000-0000-000000000135;lust;İngilizce;TRUE;
00000000-0000-0000-0000-000000000136;naughty;İngilizce;TRUE;
00000000-0000-0000-0000-000000000137;nude;İngilizce;TRUE;
00000000-0000-0000-0000-000000000138;nudist;İngilizce;TRUE;
00000000-0000-0000-0000-000000000139;pervert;İngilizce;TRUE;
00000000-0000-0000-0000-000000000140;porn;İngilizce;TRUE;
00000000-0000-0000-0000-000000000141;pussy;İngilizce;TRUE;
00000000-0000-0000-0000-000000000142;suck;İngilizce;TRUE;
00000000-0000-0000-0000-000000000143;vagina;İngilizce;TRUE;
00000000-0000-0000-0000-000000000144;virgin;İngilizce;TRUE;
00000000-0000-0000-0000-000000000145;amele;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000146;antipatik;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000147;aptal;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000148;asalak;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000149;berbat;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000150;besleme;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000151;beyinsiz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000152;bok;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000153;Çingene;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000154;dallama;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000155;defol;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000156;denyo;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000157;dingil;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000158;dumbuk;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000159;dümbük;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000160;embesil;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000161;embesilsiniz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000162;ezik;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000163;gavur;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000164;gerizekalı;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000165;homo;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000166;igrenc;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000167;iğrenç;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000168;karaktersiz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000169;Kazma;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000170;Keko;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000171;Kezban;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000172;Kıro;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000173;kopekler;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000174;köle;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000175;lan;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000176;Lavuk;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000177;mal;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000178;malsınız;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000179;moron;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000180;Öküz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000181;paçavra;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000182;Pis;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000183;pislik;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000184;Pust;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000185;Puşt;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000186;Rezil;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000187;Rezilsiniz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000188;salak;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000189;salaklar;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000190;salaksınız;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000191;Sana ne;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000192;sanane;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000193;serefsiz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000194;sıfatsız;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000195;sığır;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000196;sisko;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000197;sünepe;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000198;Şerefsiz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000199;Şişko;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000200;Terbiyesiz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000201;Varoş;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000202;vasıfsız;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000203;vasifsiz;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000204;yavsak;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000205;yavşak;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000206;yawşak;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000207;Zavallı;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000208;ziyansın;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000209;ziyansin;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000210;zuppe;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000211;züppe;Saygısız& Uygunsuz;TRUE;
00000000-0000-0000-0000-000000000212;Adalet ve Kalkınma Partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000213;adalet ve kalkinma partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000214;Ak parti;Siyasi;TRUE;
00000000-0000-0000-0000-000000000215;akp;Siyasi;TRUE;
00000000-0000-0000-0000-000000000216;chp;Siyasi;TRUE;
00000000-0000-0000-0000-000000000217;Cumhuriyet Halk Partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000218;cumhuriyet halk partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000219;dava;Siyasi;TRUE;
00000000-0000-0000-0000-000000000220;direnis;Siyasi;TRUE;
00000000-0000-0000-0000-000000000221;direniş;Siyasi;TRUE;
00000000-0000-0000-0000-000000000222;erdoğan;Siyasi;TRUE;
00000000-0000-0000-0000-000000000223;faşist;Siyasi;TRUE;
00000000-0000-0000-0000-000000000224;geziparkı;Siyasi;TRUE;
00000000-0000-0000-0000-000000000225;Halkların Demokratik Partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000226;halklarin demokratik partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000227;hdp;Siyasi;TRUE;
00000000-0000-0000-0000-000000000228;hukumet;Siyasi;TRUE;
00000000-0000-0000-0000-000000000229;hükümet;Siyasi;TRUE;
00000000-0000-0000-0000-000000000230;İslamcı;Siyasi;TRUE;
00000000-0000-0000-0000-000000000231;islamci;Siyasi;TRUE;
00000000-0000-0000-0000-000000000232;kürt;Siyasi;TRUE;
00000000-0000-0000-0000-000000000233;mhp;Siyasi;TRUE;
00000000-0000-0000-0000-000000000234;Milliyetçi Hareket Partisi;Siyasi;TRUE;
00000000-0000-0000-0000-000000000235;ocalan;Siyasi;TRUE;
00000000-0000-0000-0000-000000000236;öcalan;Siyasi;TRUE;
00000000-0000-0000-0000-000000000237;örgüt;Siyasi;TRUE;
00000000-0000-0000-0000-000000000238;pkk;Siyasi;TRUE;
00000000-0000-0000-0000-000000000239;rte;Siyasi;TRUE;
00000000-0000-0000-0000-000000000240;seriatci;Siyasi;TRUE;
00000000-0000-0000-0000-000000000241;soykırım;Siyasi;TRUE;
00000000-0000-0000-0000-000000000242;soykirim;Siyasi;TRUE;
00000000-0000-0000-0000-000000000243;şeriatçı;Siyasi;TRUE;
00000000-0000-0000-0000-000000000244;tayyip;Siyasi;TRUE;
00000000-0000-0000-0000-000000000245;teror;Siyasi;TRUE;
00000000-0000-0000-0000-000000000246;terör;Siyasi;TRUE;
00000000-0000-0000-0000-000000000247;turbanli;Siyasi;TRUE;
00000000-0000-0000-0000-000000000248;ulkucu;Siyasi;TRUE;
00000000-0000-0000-0000-000000000249;ülkücü;Siyasi;TRUE;
00000000-0000-0000-0000-000000000250;yandaş;Siyasi;TRUE;
00000000-0000-0000-0000-000000000251;esrar;Uyuşturucu;TRUE;
00000000-0000-0000-0000-000000000252;uyusturucu;Uyuşturucu;TRUE;
00000000-0000-0000-0000-000000000253;uyuşturucu;Uyuşturucu;TRUE;
00000000-0000-0000-0000-000000000254;fiyat birliği;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000255;fiyat anlaşması;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000256;fiyatlara uy;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000257;fiyatları yükselt;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000258;fiyatları yukarı çek;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000259;fiyatlara müdahele;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000260;rekabet ile birlik;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000261;rekabete uy;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000262;rakiplere uy;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000263;rakiplerle işbirliği;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000264;rakiplere müdahele;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000265;rakibin daveti;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000266;rakiplerin daveti;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000267;rakiplerle toplantı;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000268;centilmenlik anlaşması;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000269;rakiplerle yapılan anlaşma;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000270;rekabeti boz;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000271;rakiplerle konuş;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000272;piyasayı boz;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000273;uyumu bozan;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000274;fiyat istikrarı;Rekabet Hukuku;TRUE;
00000000-0000-0000-0000-000000000275;istikrar;Rekabet Hukuku;TRUE;
